[475;413#2598
 348;306#1784
 8;114#543
 116;289#1158
 451;350#2297
 96;24#492
 279;209#1284
 158;152#903
 414;459#2544
 369;318#1890
 187;87#818
 169;398#1575
 403;490#2630
 19;386#1346
 446;303#2130
 200;81#846
 343;466#2334
 182;298#1283
 103;201#902
 473;286#2159
 78;69#530
 85;83#587
 275;150#1171
 252;287#1437
 234;322#1515
 327;20#1157
 380;429#2308
 433;481#2694
 354;54#1271
 180;284#1244
 137;220#1032
 207;290#1342
 376;15#1326
 484;446#2772
 83;256#1008
 311;35#1127
 286;138#1184
 383;282#1831
 418;35#1476
 308;205#1356
 66;449#1590
 44;162#677
 212;202#1113
 84;36#446
 275;349#1696
 278;203#1266
 194;131#943
 301;138#1227
 253;144#1090
 360;295#1785
 170;389#1555
 90;156#772
 408;348#2121
 358;118#1350
 451;186#1802
 464;144#1776
 369;271#1755
 105;26#510
 26;339#1216
 402;273#1861
 46;229#894
 159;456#1773
 58;320#1165
 94;60#551
 85;368#1335
 341;266#1644
 477;393#2542
 32;200#795
 114;392#1453
 319;397#2008
 131;91#707
 53;127#627
 13;131#586
 441;312#2144
 341;228#1537
 399;212#1681
 429;263#1935
 272;70#1036
 205;187#1079
 377;66#1347
 257;170#1137
 53;121#620
 475;77#1681
 381;252#1726
 149;80#710
 187;394#1616
 45;310#1119
 309;349#1815
 63;113#613
 214;375#1611
 46;251#956
 151;436#1679
 40;436#1536
 257;1#975
 63;96#593
 448;258#1972
 161;19#685
 234;334#1547
 489;166#1914
 66;171#762
 425;216#1792
 74;90#610
 209;387#1629
 302;59#1093
 490;240#2088
 237;345#1596
 110;6#527
 130;156#843
 297;332#1713
 77;377#1347
 432;6#1506
 90;44#494
 293;220#1360
 281;41#1038
 199;327#1420
 303;254#1498
 204;113#909
 282;205#1281
 105;345#1277
 76;116#644
 385;19#1357
 46;99#542
 97;191#879
 29;26#198
 147;242#1095
 389;332#1997
 278;415#1902
 164;94#787
 326;254#1562
 99;74#616
 241;126#1024
 185;79#799
 324;61#1173
 316;188#1348
 101;74#618
 142;202#993
 316;314#1713
 303;366#1844
 479;425#2661
 304;308#1658
 472;211#1940
 41;0#206
 213;134#978
 97;201#879
 375;256#1720
 389;134#1477
 471;396#2523
 323;415#2088
 416;261#1878
 346;95#1279
 229;150#1037
 281;23#1024
 355;393#2113
 333;80#1214
 107;156#801
 243;373#1696
 157;405#1581
 178;452#1785
 271;419#1913
 87;126#683
 25;131#586
 91;174#827
 386;453#2428
 468;221#1949
 365;314#1867
 435;114#1614
 427;278#1974
 247;75#983
 32;406#1423
 188;269#1260
 358;492#2482
 213;453#1906
 62;173#753
 169;474#1865
 423;75#1512
 276;257#1428
 25;340#1219
 495;210#2017
 97;497#1773
 329;340#1843
 277;126#1140
 299;408#1975
 103;123#725
 110;417#1534
 106;400#1456
 174;363#1481
 398;411#2288
 324;4#1154
 207;196#1094
 44;438#1536
 86;420#1503
 425;105#1547
 394;128#1495
 150;22#645
 0;241#919
 213;200#1108
 159;484#1872
 282;221#1331
 300;311#1645
 423;334#2137
 301;423#2035
 288;426#1986
 136;345#1355
 225;490#2073
 364;53#1289
 88;182#829
 160;203#1019
 180;364#1497
 472;197#1902
 231;37#888
 142;85#713
 413;492#2683
 281;485#2191
 485;332#2349
 34;436#1525
 60;462#1633
 423;101#1527
 497;211#2028
 445;134#1691
 485;381#2529
 82;0#414
 168;33#716
 139;67#660
 143;455#1721
 205;25#811
 39;68#395
 121;101#713
 124;252#1064
 438;85#1553
 354;296#1768
 34;121#572
 377;128#1426
 268;476#2130
 49;119#603
 342;490#2407
 327;78#1193
 207;380#1600
 82;210#891
 312;239#1467
 393;431#2358
 321;278#1616
 238;109#1001
 384;400#2210
 93;203#890
 133;343#1342
 238;276#1379
 407;387#2241
 373;170#1505
 241;182#1163
 301;108#1149
 480;349#2395
 0;298#1089
 369;68#1315
 105;6#505
 45;372#1319
 366;247#1667
 140;64#674
 426;188#1725
 0;487#1713
 299;400#1948
 242;229#1268
 198;247#1198
 277;384#1836
 94;301#1137
 161;313#1298
 180;342#1430
 480;434#2701
 53;218#859
 48;384#1366
 360;245#1643
 225;117#972
 207;404#1687
 131;269#1128
 318;366#1898
 323;36#1171
 28;92#474
 84;65#536
 430;395#2364
 354;190#1484
 259;374#1742
 102;474#1715
 152;75#706
 193;87#829
 425;79#1512
 486;291#2213
 364;157#1443
 402;475#2566
 343;156#1375
 120;247#1044
 152;163#905
 10;328#1168
 19;361#1261
 278;111#1112
 295;321#1664
 371;21#1297
 412;236#1780
 300;137#1225
 296;75#1091
 82;234#944
 250;66#975
 148;134#845
 282;190#1248
 23;495#1710
 449;242#1948
 400;49#1391
 136;155#849
 80;282#1071
 208;314#1404
 2;1#12
 108;293#1153
 14;347#1224
 309;263#1539
 330;1#1186
 333;95#1233
 236;465#2005
 166;330#1365
 109;106#723
 253;429#1891
 400;342#2072
 472;176#1857
 236;167#1099
 167;141#909
 23;463#1602
 360;217#1555
 307;90#1157
 229;177#1121
 327;300#1722
 429;116#1595
 144;426#1628
 16;86#432
 198;93#852
 355;306#1812
 186;348#1446
 9;304#1099
 200;493#1995
 489;158#1898
 456;190#1825
 247;47#956
 145;338#1359
 108;295#1151
 223;89#915
 368;396#2149
 372;410#2216
 479;119#1759
 280;19#1019
 201;220#1137
 365;453#2367
 253;87#999
 428;416#2446
 415;413#2376
 341;80#1241
 382;422#2289
 464;45#1594
 271;107#1085
 30;245#916
 169;344#1413
 395;476#2554
 329;14#1149
 191;383#1588
 205;248#1215
 266;139#1126
 95;10#475
 356;52#1280
 269;478#2141
 427;138#1624
 29;116#546
 231;166#1106
 487;344#2407
 329;273#1624
 481;145#1852
 447;451#2628
 317;26#1136
 157;338#1366
 180;376#1538
 300;261#1509
 382;331#1974
 129;361#1403
 298;326#1692
 53;78#485
 244;189#1189
 321;451#2198
 276;449#2038
 216;80#894
 155;65#711
 269;95#1044
 350;162#1414
 465;294#2151
 453;297#2129
 170;314#1325
 345;308#1795
 177;171#970
 50;278#1042
 92;428#1543
 481;307#2229
 34;375#1328
 354;151#1397
 260;94#1024
 141;29#625
 446;2#1547
 462;414#2555
 56;20#307
 323;59#1159
 142;102#753
 484;345#2404
 129;363#1393
 383;144#1475
 491;374#2528
 400;456#2476
 262;261#1393
 272;45#1015
 342;132#1330
 497;366#2518
 26;494#1709
 285;351#1734
 162;442#1714
 83;339#1245
 353;353#1969
 390;337#2017
 231;323#1502
 423;357#2201
 380;415#2247
 284;143#1185
 368;156#1452
 246;208#1230
 151;8#667
 381;192#1565
 280;466#2120
 430;272#1965
 181;322#1344
 154;274#1155
 120;73#640
 263;237#1350
 458;389#2447
 125;76#658
 488;27#1709
 148;204#1015
 432;487#2705
 141;24#615
 224;206#1163
 80;260#1002
 129;462#1725
 261;169#1148
 199;278#1304
 38;401#1409
 413;349#2138
 464;84#1640
 277;327#1628
 362;229#1606
 394;33#1383
 242;76#966
 192;472#1894
 435;270#1976
 263;74#1010
 216;245#1251
 401;361#2148
 228;164#1089
 344;337#1882
 169;95#811
 365;178#1495
 27;195#786
 334;188#1410
 168;447#1747
 238;123#1009
 358;430#2267
 405;204#1682
 28;292#1062
 215;420#1769
 166;149#912
 275;462#2086
 71;9#369
 478;74#1690
 121;88#684
 394;66#1391
 5;206#815
 50;448#1575
 178;97#830
 415;89#1482
 33;137#598
 204;241#1196
 110;368#1356
 276;13#1009
 319;220#1426
 74;132#686
 93;276#1066
 361;292#1778
 225;484#2048
 39;180#736
 77;273#1036
 8;280#1026
 399;431#2375
 179;249#1192
 487;189#1938
 44;352#1261
 119;339#1296
 260;190#1192
 271;236#1372
 437;455#2606
 244;140#1065
 69;144#704
 177;338#1405
 273;459#2063
 272;88#1049
 204;444#1848
 278;197#1249
 256;428#1902
 465;386#2463
 272;142#1144
 476;257#2086
 462;485#2821
 3;289#1053
 255;392#1782
 429;144#1649
 248;154#1098
 17;200#790
 121;144#793
 225;162#1082
 186;233#1161
 485;264#2140
 34;377#1337
 257;485#2130
 322;344#1824
 451;235#1937
 265;265#1415
 125;191#928
 39;202#801
 199;318#1390
 362;19#1272
 309;442#2124
 59;393#1397
 367;84#1327
 325;411#2091
 254;471#2069
 273;491#2205
 423;406#2387
 351;235#1584
 3;471#1649
 79;173#782
 240;68#949
 213;266#1294
 82;365#1321
 60;308#1118
 213;121#936
 145;371#1456
 130;151#839
 331;358#1908
 231;305#1448
 402;164#1582
 472;219#1957
 352;209#1500
 452;313#2188
 268;163#1159
 78;347#1264
 60;385#1366
 150;88#742
 391;38#1369
 186;102#858
 434;274#1985
 379;291#1846
 180;214#1095
 151;247#1110
 186;58#774
 219;385#1659
 356;360#1997
 318;270#1585
 62;36#357
 143;273#1148
 111;276#1104
 417;59#1470
 93;434#1553
 58;36#344
 293;360#1792
 114;31#542
 377;44#1333
 159;365#1467
 303;117#1171
 447;111#1626
 141;0#627
 458;129#1726
 258;376#1751
 53;310#1124
 492;91#1747
 435;180#1730
 271;496#2203
 66;104#600
 292;19#1062
 80;372#1336
 350;389#2083
 57;460#1621
 138;54#653
 192;255#1234
 256;113#1054
 279;212#1296
 465;217#1936
 38;295#1079
 295;276#1548
 225;15#862
 421;360#2202
 215;417#1761
 159;20#682
 42;176#722
 98;458#1653
 198;278#1312
 223;341#1532
 90;340#1251
 250;324#1564
 119;463#1718
 173;459#1797
 104;34#531
 223;192#1137
 33;309#1127
 344;253#1604
 311;115#1185
 0;284#1038
 462;138#1764
 397;248#1770
 449;456#2663
 306;180#1321
 314;348#1822
 176;155#949
 492;180#1953
 408;330#2064
 162;126#852
 431;44#1496
 311;164#1306
 62;341#1228
 23;317#1136
 469;99#1671
 36;140#616
 14;35#202
 25;335#1200
 176;391#1581
 18;5#112
 198;440#1810
 351;34#1237
 233;370#1646
 315;306#1677
 481;111#1746
 439;145#1689
 28;126#575
 120;484#1794
 56;7#305
 132;415#1560
 391;137#1490
 26;152#647
 176;262#1205
 251;319#1553
 225;312#1450
 444;322#2168
 287;67#1062
 273;110#1092
 388;217#1646
 379;44#1336
 428;79#1528
 408;385#2241
 247;191#1182
 174;331#1387
 101;425#1538
 496;69#1745
 133;372#1425
 47;5#248
 449;271#2017
 143;427#1631
 7;489#1712
 11;191#754
 475;391#2523
 72;467#1651
 353;422#2221
 394;111#1469
 58;215#862
 231;351#1585
 170;442#1730
 479;469#2832
 319;38#1158
 31;135#597
 405;62#1427
 197;251#1211
 397;338#2046
 346;131#1329
 122;439#1633
 138;362#1409
 14;432#1498
 72;69#505
 84;184#819
 34;365#1294
 443;54#1537
 455;127#1708
 159;190#976
 1;353#1245
 331;342#1846
 172;153#942
 458;209#1891
 348;73#1253
 81;102#640
 170;242#1164
 105;279#1103
 72;389#1372
 101;466#1685
 458;473#2756
 307;485#2261
 63;53#409
 271;297#1508
 187;490#1939
 208;495#2026
 493;83#1751
 358;192#1498
 298;260#1502
 97;83#642
 337;333#1851
 167;373#1508
 43;197#796
 143;297#1227
 100;266#1055
 322;420#2094
 304;132#1215
 334;112#1268
 414;296#1976
 297;128#1188
 116;186#910
 439;100#1571
 409;308#2002
 352;21#1227
 493;481#2924
 481;283#2176
 235;458#1973
 299;81#1124
 113;401#1462
 308;488#2268
 18;282#1049
 377;80#1350
 466;323#2273
 168;113#829
 153;353#1418
 397;427#2356
 381;226#1645
 124;258#1080
 172;5#730
 377;22#1328
 6;105#516
 234;234#1257
 96;207#891
 38;259#971
 152;358#1421
 45;77#456
 324;149#1310
 240;281#1395
 60;421#1489
 245;321#1535
 59;4#319
 420;116#1556
 207;472#1943
 396;478#2561
 43;293#1082
 399;131#1513
 211;165#1053
 194;250#1219
 307;475#2229
 424;396#2355
 184;326#1370
 283;403#1902
 439;286#2038
 189;411#1674
 466;498#2879
 266;125#1111
 498;92#1762
 269;126#1125
 105;115#722
 46;412#1443
 458;89#1634
 131;268#1125
 214;7#837
 105;299#1152
 337;49#1205
 459;214#1909
 199;381#1584
 30;305#1119
 65;87#569
 288;97#1098
 211;206#1120
 199;350#1484
 285;180#1241
 495;354#2461
 440;36#1545
 171;453#1773
 103;244#1012
 222;86#914
 446;284#2059
 149;112#794
 74;341#1249
 253;1#958
 253;262#1373
 126;485#1811
 307;461#2190
 194;436#1789
 31;290#1058
 227;104#954
 287;453#2084
 293;84#1104
 38;217#856
 13;326#1155
 454;20#1582
 18;61#322
 293;314#1631
 341;370#1980
 49;427#1503
 62;446#1577
 147;68#693
 41;376#1333
 31;78#427
 291;262#1487
 487;331#2349
 262;471#2089
 288;225#1362
 397;264#1821
 399;274#1848
 403;211#1693
 142;245#1085
 354;377#2049
 90;389#1408
 313;353#1844
 336;401#2083
 240;311#1493
 187;222#1119
 4;470#1641
 221;496#2079
 422;204#1741
 471;218#1957
 36;473#1653
 222;183#1123
 9;245#921
 68;170#756
 72;68#496
 218;338#1511
 256;30#958
 173;200#1046
 136;325#1306
 326;285#1658
 227;5#876
 292;40#1068
 438;125#1654
 376;210#1589
 30;362#1289
 207;389#1640
 234;21#885
 70;19#366
 114;481#1775
 368;389#2130
 378;415#2235
 45;56#376
 377;86#1359
 241;245#1301
 364;156#1436
 168;158#926
 360;331#1904
 316;134#1259
 493;212#2024
 67;229#915
 473;246#2047
 271;29#1003
 457;376#2397
 363;354#2000
 101;22#500
 273;436#1981
 375;444#2358
 462;89#1646
 202;288#1320
 225;64#908
 43;267#1007
 364;246#1654
 288;26#1051
 177;168#966
 199;411#1705
 335;440#2225
 306;279#1578
 435;431#2515
 207;207#1124
 360;188#1497
 216;90#893
 11;107#526
 188;276#1261
 69;320#1174
 448;388#2400
 27;329#1180
 456;85#1624
 387;69#1374
 475;289#2175
 241;25#903
 366;205#1540
 75;333#1225
 372;376#2111
 404;411#2315
 116;250#1048
 83;457#1615
 460;411#2544
 417;188#1699
 414;20#1436
 414;150#1603
 499;310#2311
 432;479#2680
 487;249#2096
 104;311#1187
 206;78#868
 239;151#1067
 189;440#1777
 495;39#1706
 319;341#1799
 471;431#2655
 414;115#1538
 16;196#770
 143;298#1233
 416;196#1695
 477;256#2084
 229;190#1156
 137;413#1569
 81;47#475
 455;86#1627
 164;26#699
 422;220#1785
 241;229#1271
 308;347#1813
 417;458#2543
 350;55#1255
 65;437#1550
 245;136#1060
 386;469#2506
 472;399#2538
 249;161#1096
 180;64#766
 277;158#1190
 227;20#864
 468;79#1658
 140;443#1678
 193;68#822
 319;195#1366
 224;415#1784
 19;420#1450
 237;439#1910
 64;54#423
 110;213#945
 193;314#1357
 226;114#964
 173;27#725
 284;201#1273
 196;406#1669
 472;231#1990
 313;389#1959
 450;332#2224
 256;342#1636
 337;389#2048
 136;263#1111
 68;205#849
 234;16#889
 346;369#1992
 280;248#1422
 15;275#1017
 128;165#875
 333;193#1407
 492;343#2406
 39;461#1605
 363;249#1663
 403;480#2585
 479;52#1659
 237;144#1053
 8;257#953
 66;187#791
 107;315#1193
 217;320#1439
 166;205#1040
 17;437#1510
 488;272#2183
 372;114#1398
 490;164#1909
 191;339#1431
 151;354#1412
 100;406#1466
 137;148#843
 411;323#2043
 21;286#1062
 303;59#1102
 452;257#1981
 480;399#2571
 471;422#2627
 291;334#1697
 371;166#1490
 219;229#1198
 252;309#1510
 489;414#2678
 185;355#1473
 332;372#1965
 104;443#1615
 61;18#327
 165;95#791
 315;122#1209
 45;406#1423
 391;339#2029
 342;364#1963
 244;370#1692
 57;333#1207
 51;420#1480
 80;5#404
 402;30#1409
 476;219#1974
 356;251#1643
 418;390#2315
 87;42#476
 255;308#1519
 418;64#1464
 64;339#1215
 349;69#1262
 413;295#1968
 376;82#1351
 70;123#651
 489;71#1734
 415;94#1486
 24;171#705
 345;253#1613
 106;115#717
 191;176#1017
 369;152#1443
 46;91#507
 77;255#991
 226;226#1207
 42;251#955
 268;147#1145
 422;332#2117
 411;175#1639
 361;32#1276
 322;150#1303
 308;255#1505
 191;304#1323
 349;437#2252
 472;473#2812
 419;368#2229
 61;351#1261
 234;387#1710
 391;448#2427
 295;297#1593
 393;42#1387
 245;28#923
 350;409#2163
 6;158#679
 61;305#1115
 391;190#1599
 296;356#1788
 259;176#1156
 293;41#1075
 16;399#1379
 258;300#1496
 373;338#1969
 406;210#1708
 110;237#1001
 281;10#1025
 347;222#1524
 413;402#2326
 296;338#1735
 323;222#1447
 4;477#1671
 343;493#2420
 361;186#1493
 408;358#2167
 412;4#1436
 260;78#1016
 74;248#976
 313;485#2284
 215;19#821
 176;272#1225
 142;386#1479
 160;158#913
 439;56#1530
 156;123#830
 38;426#1490
 429;39#1507
 385;473#2508
 472;258#2070
 267;298#1512
 96;82#631
 180;163#956
 240;155#1075
 455;431#2589
 260;312#1546
 144;284#1179
 412;54#1447
 20;72#366
 243;0#933
 441;400#2422
 482;331#2338
 466;327#2284
 81;462#1646
 142;275#1162
 222;308#1421
 433;278#1995
 333;142#1317
 458;317#2223
 104;143#762
 213;344#1504
 420;206#1735
 426;128#1614
 256;193#1203
 167;32#708
 422;497#2722
 62;231#915
 122;392#1453
 226;485#2059
 96;459#1654
 488;137#1839
 353;412#2183
 356;91#1308
 466;233#1978
 113;118#739
 171;123#865
 129;315#1253
 413;408#2352
 317;96#1187
 350;276#1706
 419;107#1526
 282;146#1178
 301;320#1681
 139;99#742
 195;117#908
 323;298#1692
 46;416#1459
 313;41#1134
 392;115#1464
 455;180#1808
 33;27#220
 309;80#1155
 43;389#1382
 54;484#1700
 375;414#2229
 315;278#1608
 277;87#1061
 423;437#2480
 29;49#298
 220;18#843
 69;385#1364
 197;440#1805
 165;459#1798
 301;357#1808
 156;294#1225
 223;14#853
 275;117#1120
 90;11#453
 144;158#880
 209;55#841
 63;86#564
 340;136#1321
 324;219#1455
 69;279#1052
 461;483#2805
 38;338#1217
 13;43#236
 221;114#957
 275;8#1004
 484;462#2824
 56;119#620
 245;286#1424
 137;378#1442
 408;373#2212
 462;187#1842
 334;12#1169
 87;274#1055
 6;51#258
 392;198#1618
 388;400#2236
 189;468#1871
 409;3#1431
 29;312#1138
 376;467#2463
 7;246#922
 340;167#1387
 140;303#1242
 119;475#1755
 282;372#1801
 397;140#1523
 155;272#1157
 7;452#1572
 483;240#2053
 296;390#1901
 383;474#2509
 86;246#989
 329;293#1687
 144;143#844
 431;243#1862
 181;456#1808
 361;277#1743
 326;10#1144
 62;332#1206
 293;5#1063
 374;322#1908
 321;354#1863
 285;118#1145
 64;397#1415
 406;490#2639
 244;7#927
 270;392#1822
 416;223#1772
 306;289#1613
 216;384#1648
 467;99#1667
 188;231#1150
 147;251#1114
 294;262#1502
 234;498#2124
 476;17#1644
 237;182#1159
 265;302#1519
 172;362#1485
 171;490#1920
 108;383#1405
 387;286#1858
 72;103#609
 422;483#2663
 19;322#1147
 219;188#1121
 388;82#1379
 204;250#1214
 339;271#1660
 55;287#1061
 162;447#1737
 419;139#1603
 314;453#2180
 100;231#969
 383;106#1419
 316;33#1144
 22;273#1018
 210;196#1107
 386;419#2278
 173;70#762
 63;368#1312
 288;363#1780
 169;205#1043
 219;427#1807
 19;70#353
 50;202#825
 100;64#583
 359;468#2398
 188;159#975
 348;213#1492
 220;419#1782
 323;231#1486
 127;368#1402
 39;471#1651
 28;312#1141
 464;488#2842
 232;113#981
 31;152#660
 463;410#2537
 156;8#677
 80;3#407
 148;345#1387
 315;390#1976
 308;112#1172
 365;176#1485
 156;264#1142
 25;206#822
 280;99#1083
 239;145#1057
 369;60#1305
 313;312#1697
 207;17#799
 173;278#1223
 484;108#1752
 473;438#2701
 331;171#1373
 240;293#1435
 288;83#1091
 303;227#1406
 233;150#1051
 237;77#943
 278;238#1389
 97;342#1253
 66;94#600
 30;249#947
 33;279#1025
 57;101#577
 247;375#1715
 124;366#1382
 307;282#1592
 459;372#2383
 449;38#1575
 42;90#494
 27;182#750
 5;162#687
 284;488#2220
 462;415#2557
 440;313#2147
 109;349#1296
 241;393#1753
 167;55#738
 120;358#1362
 25;36#232
 141;89#714
 296;169#1256
 331;242#1538
 447;341#2244
 494;61#1726
 282;246#1417
 439;334#2181
 403;290#1926
 348;217#1509
 100;247#1011
 348;487#2414
 477;246#2056
 133;25#592
 141;346#1370
 428;257#1909
 385;283#1835
 285;420#1945
 139;156#864
 398;178#1597
 81;299#1112
 480;157#1859
 189;243#1192
 485;208#1986
 407;361#2170
 391;131#1479
 456;138#1736
 220;211#1159
 324;189#1370
 193;185#1045
 114;80#642
 497;392#2609
 192;478#1917
 428;224#1824
 42;312#1135
 349;380#2048
 294;173#1262
 498;478#2917
 21;120#548
 107;171#842
 269;426#1942
 339;250#1592
 309;368#1875
 14;40#226
 211;379#1616
 243;419#1827
 475;60#1658
 373;333#1948
 222;179#1107
 396;356#2114
 188;474#1896
 129;21#585
 436;393#2372
 268;498#2204
 81;170#784
 197;221#1121
 447;132#1700
 283;341#1699
 441;155#1720
 14;455#1583
 17;462#1599
 342;112#1290
 50;248#941
 471;457#2746
 255;484#2122
 179;40#756
 392;107#1448
 482;355#2436
 368;415#2232
 29;441#1528
 28;82#429
 308;453#2167
 415;143#1589
 421;330#2100
 104;29#513
 7;98#484
 28;237#896
 103;397#1437
 114;458#1689
 372;16#1309
 434;112#1601
 199;388#1609
 272;222#1335
 16;256#955
 197;427#1762
 183;406#1645
 85;430#1526
 396;260#1800
 153;422#1624
 182;128#900
 464;205#1896
 11;175#709
 138;182#932
 64;15#332
 405;437#2429
 164;411#1612
 50;14#272
 396;145#1524
 473;253#2057
 120;7#560
 276;496#2224
 362;206#1523
 125;405#1512
 0;107#509
 295;215#1347
 421;120#1571
 439;365#2290
 93;44#505
 457;326#2244
 395;31#1379
 240;89#954
 395;160#1551
 305;361#1826
 492;337#2386
 70;406#1446
 170;387#1545
 381;56#1351
 116;68#625
 45;236#916
 30;495#1723
 272;363#1744
 132;110#755
 21;462#1597
 90;207#891
 296;8#1067
 179;232#1138
 249;422#1856
 354;408#2179
 422;301#2035
 20;289#1063
 277;15#1021
 49;332#1196
 214;17#822
 115;106#711
 188;213#1095
 292;242#1424
 326;470#2276
 160;439#1709
 93;238#972
 234;485#2074
 454;277#2062
 314;407#2025
 255;93#1002
 336;232#1526
 233;317#1492
 400;21#1396
 436;232#1880
 462;292#2137
 288;486#2218
 153;116#810
 257;306#1513
 397;459#2489
 37;321#1162
 154;221#1079
 490;370#2507
 385;224#1651
 238;16#896
 19;286#1063
 276;92#1055
 150;438#1684
 206;224#1152
 132;166#885
 288;98#1098
 388;231#1680
 403;438#2423
 21;374#1306
 117;16#558
 370;397#2152
 87;250#999
 483;347#2400
 239;117#1013
 39;228#881
 159;12#684
 255;440#1942
 256;470#2065
 338;367#1968
 442;414#2485
 410;287#1938
 143;231#1060
 168;448#1752
 277;355#1731
 93;200#882
 217;362#1575
 256;466#2051
 273;382#1814
 115;335#1286
 313;26#1120
 431;485#2690
 359;215#1545
 452;266#2018
 80;301#1123
 272;324#1610
 177;53#752
 230;321#1495
 494;315#2310
 216;355#1556
 162;431#1689
 398;435#2394
 17;49#271
 344;424#2188
 387;223#1659
 225;470#2002
 470;38#1629
 248;204#1228
 311;259#1527
 385;182#1570
 333;303#1733
 423;116#1570
 182;376#1542
 141;488#1858
 300;377#1866
 396;410#2283
 421;282#1966
 307;385#1922
 185;152#954
 110;133#743
 174;318#1334
 249;231#1293
 439;391#2377
 178;156#961
 163;409#1606
 329;361#1912
 146;259#1115
 323;81#1196
 37;441#1540
 335;338#1870
 185;150#956
 173;443#1737
 104;104#718
 49;259#978
 306;281#1580
 304;417#2023
 330;444#2216
 13;374#1304
 326;18#1155
 391;480#2558
 370;452#2388
 422;208#1745
 325;103#1211
 494;442#2773
 499;2#1733
 114;403#1473
 320;21#1127
 277;497#2224
 393;202#1631
 389;449#2420
 417;215#1759
 186;428#1728
 160;430#1675
 33;481#1668
 266;291#1495
 55;485#1709
 5;408#1420
 8;310#1123
 128;476#1784
 284;206#1290
 135;452#1705
 173;6#735
 35;52#328
 290;475#2171
 349;123#1324
 170;153#935
 446;234#1922
 335;26#1179
 373;292#1817
 320;293#1673
 59;318#1160
 232;443#1906
 495;314#2305
 481;32#1677
 143;268#1132
 223;238#1234
 282;144#1178
 173;425#1680
 130;35#604
 20;467#1615
 370;177#1515
 89;304#1136
 162;455#1772
 31;187#754
 135;403#1525
 346;453#2303
 482;75#1706
 489;235#2066
